start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
,3/23/2018,Pakistan,"It only affected one city, county, or village","Islamabad, Rawalpindi",Shutdown,Mobile,Full network,Judiciary,,Other,,News media article,https://www.researchsnipers.com/careem-and-uber-services-will-suspend-on-23rd-march-2018/,,3/23/2018,0.21,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/24/2018,India,"It only affected one city, county, or village",Odisha's Bhadrak district,Shutdown,"Broadband, Mobile",Full network,Local government,,Unknown,,News media article,https://odishasuntimes.com/internet-services-suspended-in-odishas-bhadrak-ahead-of-ram-navami/,,3/26/2018,2,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/24/2018,India,"It affected more than one city in the same state, province, or region",Kulgam & Anantnag districts of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,https://www.greaterkashmir.com/news/kashmir/dooru-gunfight-over-two-militants-killed-jammu-and-kashmir-police/279726.html,,3/25/2018,1,National security/ Counter-terrorism,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/24/2018,India,"It only affected one city, county, or village","Sikar, Rajasthan",Shutdown,Mobile,Full network,State government,,Communal violence,,CSO KIO partners,https://sflc.in/rti-reply-rajasthan-home-department-reveals-21-unreported-internet-shutdowns,,3/25/2018,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,RTI Request,,APAC
,3/25/2018,India,"It affected more than one city in the same state, province, or region",Baramulla and Badgam districts of Jammu & Kashmir,Shutdown,Mobile,Full network,Local government,,Unknown,,News media article,http://www.uniindia.com/news/states/let-militant-killed-by-forces-in-brief-encounter-in-kashmir/1178933.html,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/26/2018,India,"It only affected one city, county, or village",Aurangabad district of Bihar,Shutdown,"Broadband, Mobile",Full network,Local government,,Communal violence,,News media article,https://www.hindustantimes.com/india-news/prohibitory-orders-clamped-in-bihar-s-aurangabad-after-communal-clashes/story-eh0qHMNmkAsZt2oRK3cSKK.html,,3/26/2018,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/28/2018,Chad,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Protests,,News media article,https://qz.com/1247234/chad-has-blocked-social-messaging-apps-bbc-amid-political-and-economic-anxiety/,Ongoing,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa
,3/28/2018,India,"It only affected one city, county, or village","Asansol and Raniganj, West Bengal",Shutdown,Mobile,Full network,State government,,Communal violence,,News media article,https://www.ndtv.com/india-news/under-control-say-police-on-violence-in-bengals-asansol-1829946,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/29/2018,India,"It only affected one city, county, or village","Samastipur, Bihar",Shutdown,Mobile,Full network,Unknown,,Communal violence,,News media article,http://www.newindianexpress.com/nation/2018/mar/29/bihar-communal-violence-two-bjp-leaders-held-1794291.html,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/30/2018,India,"It only affected one city, county, or village","Bundi Town, Rajasthan",Shutdown,"Broadband, Mobile",Full network,Local government,,Communal violence,,News media article,https://timesofindia.indiatimes.com/city/jaipur/markets-in-bundi-open-after-govt-assurance/articleshow/63538541.cms,,3/31/2018,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/30/2018,India,"It only affected one city, county, or village",Nawada district of BIhar,Shutdown,"Broadband, Mobile",Full network,Local government,,Communal violence,,News media article,https://www.news18.com/news/india/idol-vandalised-in-bihars-nawada-sparks-communal-violence-again-1703689.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,3/31/2018,Sierra Leone,"It affected locations in more than one state, province, or region",Nationwide,Shutdown,"Broadband, Mobile",Full network,Executive government,,Information control,,News media article,"http://www.africanews.com/2018/04/01/why-sierra-leone-temporarily-shutdown-internet-after-runoff-vote/, https://twitter.com/UmaruFofana/status/980342808627286016?ref_src=twsrc%5Etfw",,4/1/2018,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa
,3/31/2018,India,"It only affected one city, county, or village",Jaitaran,Shutdown,"Broadband, Mobile",Full network,Local government,,Other,,News media article,http://www.timesnownews.com/india/article/rajasthan-jaitaran-clashes-erupt-pali-district-hanuman-jayanti-procession-section-144-internet-suspended-arson/212788,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,4/1/2018,India,"It affected more than one city in the same state, province, or region",South Kashmir valley of Jammu & Kashmir,Shutdown,"Broadband, Mobile",Full network,Local government,,Political instability,,News media article,https://www.thequint.com/hotwire-text/11-militants-killed-in-j-k-gunfights,,4/1/2018,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,4/1/2018,India,"It affected more than one city in the same state, province, or region",Punjab,Shutdown,Mobile,Full network,State government,,Protests,,News media article,http://www.dailypioneer.com/state-editions/chandigarh/punjab-to-shut-down-today.html,,4/2/2018,1,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,APAC
,4/2/2018,India,"It affected more than one city in the same state, province, or region","Sriganganagar, Hanumangarh districts, Jalore, Barmer, Sikar, Alwar, Ahore districts of Rajasthan,  Gwalior, Morena, Bhind districts of Madhya Pradesh",Shutdown,"Broadband, Mobile",Full network,Local government,,Protests,,News media article,"https://economictimes.indiatimes.com/news/politics-and-nation/sc/st-protest-additional-forces-deployed-in-rajasthan-internet-suspended-in-some-areas/articleshow/63580622.cms, https://sflc.in/rti-reply-rajasthan-home-department-reveals-21-unreported-internet-shutdowns",,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,4/2/2018,India,"It affected locations in more than one state, province, or region","West Bengal, Jammu and Kashmir, Uttar Pradesh, Madhya Pradesh, Punjab and Rajasthan.",Throttle,"Broadband, Mobile",Full network,State government,,Protests,,,"https://scroll.in/article/874354/in-madhya-pradesh-district-where-three-dead-dalits-say-upper-caste-men-fired-on-them-unprovoked, https://scroll.in/article/874085/bengal-communal-clashes-provided-the-perfect-cover-for-mobs-to-loot-shops-and-ransack-homes, https://scroll.in/article/874565/internet-shutdown-most-states-continue-to-block-services-without-adhering-to-the-centres-new-rules",,4/14/2018,12,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
,4/3/2018,India,"It affected more than one city in the same state, province, or region","Shupiyan, Pulwama, Kulgam and Anantnag and Ganderbal district of Central Kashmir",Shutdown,Mobile,Full network,Local government,,Political instability,,News media article,https://scroll.in/latest/874410/jammu-and-kashmir-exams-postponed-train-services-suspended-as-state-remains-on-tenterhooks,,,,Public safety/ Quell unrest/ Restore public order,,,,,,,,,,,,,,,,,,,,,,,,,,,,APAC
